file_name,label,x,y,width,height
000000103548.jpg,sheep,204.08,222.51,33.55,28.0
000000103548.jpg,sheep,405.21,236.81,32.66,23.95
000000103548.jpg,sheep,334.27,226.53,34.75,30.72
000000103548.jpg,sheep,174.58,220.88,26.1,27.71
000000103548.jpg,sheep,231.06,215.69,23.98,28.32
000000103548.jpg,sheep,285.63,216.33,21.67,27.89
000000103548.jpg,sheep,394.71,221.27,29.97,11.52
000000103548.jpg,sheep,450.31,224.76,39.26,34.88
000000103548.jpg,person,538.54,207.98,27.65,89.86
000000103548.jpg,sheep,574.43,231.64,48.1,33.4
000000103548.jpg,sheep,459.53,226.15,43.09,32.2
000000103548.jpg,sheep,411.21,228.67,44.12,30.6
000000103548.jpg,sheep,394.16,230.0,19.47,26.02
000000103548.jpg,sheep,165.34,211.18,23.47,24.49
000000103548.jpg,sheep,349.88,209.58,23.49,10.67
000000103548.jpg,sheep,143,209,268,52
000000469652.jpg,giraffe,0.0,29.56,572.57,409.44
000000015338.jpg,car,140.15,208.61,50.17,13.6
000000015338.jpg,car,0.0,187.2,32.65,27.37
000000015338.jpg,bus,444.95,171.72,91.05,100.05
000000015338.jpg,bus,264.58,201.17,84.19,59.23
000000015338.jpg,truck,67.58,185.79,78.09,35.86
000000512564.jpg,car,254.65,255.47,22.99,17.19
000000512564.jpg,car,197.76,216.92,16.9,8.09
000000512564.jpg,bus,380.68,276.96,71.03,70.04
000000512564.jpg,traffic light,148.07,230.79,30.91,8.96
000000512564.jpg,traffic light,166.29,212.73,4.98,15.78
000000512564.jpg,traffic light,405.7,242.71,9.35,6.06
000000512564.jpg,car,237.31,214.6,8.57,6.72
000000512564.jpg,car,266.77,220.03,12.1,6.32
000000512564.jpg,car,234.93,211.85,6.5,5.64
000000512564.jpg,person,123.44,244.13,5.91,17.64
000000512564.jpg,person,96.58,263.48,6.38,22.1
000000512564.jpg,person,412.45,303.86,7.95,12.0
000000512564.jpg,car,123.13,286.01,37.41,33.58
000000512564.jpg,traffic light,262.1,197.48,6.64,2.69
000000512564.jpg,traffic light,293.9,395.85,7.94,22.22
000000512564.jpg,truck,119.72,339.42,56.93,59.78
000000512564.jpg,traffic light,35.71,289.34,10.07,19.66
000000336658.jpg,car,133.21,260.44,40.74,14.43
000000336658.jpg,car,94.74,256.99,27.88,22.41
000000336658.jpg,bus,458.6,289.91,117.06,80.15
000000336658.jpg,bus,405.88,256.64,73.1,24.04
000000336658.jpg,person,73.2,302.97,6.26,22.37
000000336658.jpg,person,52.42,294.63,6.64,22.15
000000336658.jpg,person,63.42,294.32,6.46,23.7
000000336658.jpg,person,42.69,287.27,8.29,21.7
000000336658.jpg,person,17.31,285.88,7.41,23.94
000000336658.jpg,person,170.14,249.75,4.34,12.26
000000336658.jpg,person,6.23,283.94,6.78,23.59
000000336658.jpg,car,72.06,257.31,25.5,12.36
000000336658.jpg,car,387.59,254.54,20.77,14.53
000000336658.jpg,car,283.47,261.85,28.25,9.84
000000336658.jpg,car,231.2,265.92,16.09,8.04
000000336658.jpg,bus,563.97,272.56,67.99,55.05
000000336658.jpg,person,69.81,297.49,8.62,9.67
000000336658.jpg,person,271.91,264.44,3.81,11.1
000000336658.jpg,person,266.73,262.13,3.77,6.58
000000336658.jpg,person,292.8,267.42,3.33,9.19
000000336658.jpg,person,301.54,266.75,4.92,9.86
000000336658.jpg,person,54.39,288.59,6.98,6.09
000000336658.jpg,person,114,248,452,30
000000568439.jpg,bus,212.9,112.0,187.67,202.8
000000568439.jpg,bus,102.28,151.73,113.24,144.83
000000568439.jpg,bus,397.12,187.27,46.07,78.52
000000568439.jpg,bus,463.04,201.7,47.34,60.12
000000568439.jpg,backpack,500.97,235.18,47.7,54.64
000000568439.jpg,backpack,582.69,243.21,14.42,25.68
000000568439.jpg,handbag,73.49,254.22,6.58,4.66
000000568439.jpg,person,490.37,206.84,72.65,195.75
000000568439.jpg,person,593.75,227.29,30.14,80.36
000000568439.jpg,person,561.83,230.43,36.6,81.03
000000568439.jpg,person,237.55,224.82,21.81,21.43
000000568439.jpg,person,56.01,243.15,12.92,38.6
000000568439.jpg,person,40.54,246.11,11.96,34.83
000000568439.jpg,handbag,47.96,251.39,7.12,12.79
000000568439.jpg,person,624.46,233.67,11.57,49.15
000000568439.jpg,person,31.66,244.49,9.34,33.17
000000568439.jpg,person,68.24,243.27,9.55,25.09
000000568439.jpg,person,561.04,230.78,11.63,65.5
000000568439.jpg,person,46.55,243.36,9.54,13.01
000000568439.jpg,person,25.0,241.88,8.4,19.99
000000568439.jpg,handbag,630.52,248.27,6.74,11.41
000000568439.jpg,person,95.05,244.04,8.35,31.33
000000568439.jpg,handbag,59.64,252.22,8.85,8.75
000000568439.jpg,handbag,93.25,259.87,7.22,9.9
000000568439.jpg,person,566,277,23,32
000000372317.jpg,bus,34.62,79.83,549.19,185.63
000000372317.jpg,parking meter,14.97,174.63,11.35,22.7
000000476704.jpg,bicycle,497.9,280.53,54.38,105.78
000000476704.jpg,car,575.25,233.09,56.92,44.03
000000476704.jpg,car,530.0,224.95,13.53,15.17
000000476704.jpg,bus,107.96,81.45,414.51,268.95
000000476704.jpg,truck,13.21,146.19,106.05,134.2
000000476704.jpg,bench,590.67,263.31,28.13,44.01
000000476704.jpg,car,543.54,225.0,42.18,13.99
000000476704.jpg,car,632.45,235.1,7.55,24.3
000000260266.jpg,car,51.39,516.24,73.8,35.73
000000260266.jpg,car,123.08,523.04,59.27,33.98
000000260266.jpg,car,177.12,527.47,38.65,26.6
000000260266.jpg,traffic light,330.67,401.85,15.48,37.74
000000260266.jpg,traffic light,346.61,31.64,40.27,113.62
000000260266.jpg,car,257.29,536.17,9.91,6.66
000000260266.jpg,traffic light,348.98,403.64,18.15,37.33
000000260266.jpg,traffic light,311.64,42.68,36.31,92.65
000000106048.jpg,bus,145.23,66.36,377.99,252.96
000000177893.jpg,car,524.84,203.31,55.14,18.45
000000177893.jpg,car,580.09,199.39,34.34,22.79
000000177893.jpg,bus,70.21,143.55,462.63,137.54
000000479099.jpg,bench,383.53,167.95,62.82,35.36
000000269196.jpg,sheep,178.74,188.27,252.03,232.72
000000269196.jpg,sheep,181.82,108.36,245.18,191.92
000000269196.jpg,sheep,4.6,135.74,188.65,213.5
000000269196.jpg,sheep,0.92,47.75,128.56,144.17
000000269196.jpg,sheep,397.4,146.88,242.6,280.12
000000315450.jpg,car,46.87,230.53,103.7,68.65
000000315450.jpg,bus,161.58,112.24,273.15,192.36
000000315450.jpg,bus,423.18,122.63,216.38,184.65
000000315450.jpg,traffic light,134.46,85.26,14.02,32.09
000000315450.jpg,traffic light,9.45,75.09,17.13,34.81
000000315450.jpg,traffic light,115.09,135.89,9.72,20.05
000000315450.jpg,traffic light,75.39,174.7,7.81,16.83
000000315450.jpg,traffic light,20.27,178.82,5.88,11.84
000000315450.jpg,traffic light,40.16,142.3,7.89,18.31
000000315450.jpg,car,48.41,222.66,28.55,20.53
000000315450.jpg,truck,129.92,213.86,32.27,50.51
000000315450.jpg,car,5.41,220.75,51.42,41.47
000000315450.jpg,car,0.0,226.2,11.27,26.18
000000315450.jpg,bus,119.25,204.99,42.25,27.33
000000315450.jpg,traffic light,36.43,190.61,5.34,6.15
000000315450.jpg,traffic light,52.93,186.05,8.0,7.0
000000315450.jpg,traffic light,62.9,185.8,8.07,7.98
000000315450.jpg,traffic light,47.17,99.3,30.24,11.24
000000315450.jpg,traffic light,66.83,146.88,5.19,11.33
000000171050.jpg,fire hydrant,174.02,251.45,296.27,381.12
000000243867.jpg,car,2.9,213.28,234.77,140.09
000000243867.jpg,car,546.73,207.87,90.96,214.48
000000243867.jpg,bus,53.86,100.99,492.44,210.63
000000243867.jpg,person,0.0,223.13,34.86,41.43
000000263594.jpg,bird,125.7,268.1,41.28,29.79
000000263594.jpg,car,33.89,142.15,425.78,148.34
000000263594.jpg,car,295.57,145.74,113.62,34.17
000000263594.jpg,car,450.25,172.29,49.75,59.23
000000263594.jpg,car,456.0,143.48,44.0,38.61
000000263594.jpg,car,457.24,137.15,42.76,24.0
000000263594.jpg,car,0.0,167.82,58.93,77.83
000000263594.jpg,car,45.45,165.2,82.58,24.56
000000263594.jpg,car,83.96,159.45,36.19,7.87
000000263594.jpg,car,118.74,158.96,28.77,11.16
000000263594.jpg,truck,16.37,148.31,67.04,39.25
000000147725.jpg,car,402.3,174.69,174.95,91.28
000000147725.jpg,car,130.4,179.7,23.83,34.61
000000147725.jpg,bus,153.13,111.97,231.02,145.16
000000147725.jpg,person,315.54,157.18,28.05,27.77
000000147725.jpg,truck,71.91,171.2,77.95,95.48
000000147725.jpg,person,606.24,182.52,12.94,31.3
000000147725.jpg,car,121.14,172.0,14.79,24.96
000000147725.jpg,car,535.64,184.37,52.4,34.93
000000147725.jpg,car,33.4,181.49,6.6,34.31
000000147725.jpg,car,559.29,182.09,48.63,44.67
000000088432.jpg,traffic light,106.18,75.47,21.19,44.94
000000088432.jpg,traffic light,169.5,78.47,25.75,46.99
000000088432.jpg,traffic light,190.19,99.38,10.94,27.55
000000088432.jpg,fire hydrant,130.41,446.65,91.61,156.5
000000088432.jpg,truck,6.86,266.39,296.14,134.1
000000272364.jpg,giraffe,140.61,150.98,185.85,489.02
000000272364.jpg,giraffe,259.46,103.06,168.54,536.94
000000272364.jpg,giraffe,58.97,214.39,146.69,414.2
000000272364.jpg,giraffe,162.18,272.5,57.11,109.39
000000138979.jpg,car,312.4,174.06,327.6,246.44
000000138979.jpg,bus,75.63,88.31,564.37,293.89
000000138979.jpg,person,186.46,186.12,45.16,46.77
000000138979.jpg,person,76.6,216.24,48.34,106.67
000000138979.jpg,person,48.82,225.92,39.25,149.34
000000138979.jpg,person,292.24,179.04,49.73,64.07
000000138979.jpg,person,182.89,204.41,16.65,17.58
000000519491.jpg,clock,174.73,493.46,114.24,104.19
000000519491.jpg,bird,211.57,206.98,70.95,63.28
000000100283.jpg,stop sign,206.64,32.93,262.6,275.52
000000100283.jpg,car,177.69,404.09,97.22,31.86
000000100283.jpg,car,87.12,399.05,34.61,19.35
000000100283.jpg,car,43.14,403.12,44.46,18.24
000000100283.jpg,car,103.16,404.93,42.1,19.41
000000100283.jpg,car,292.7,403.2,121.33,25.04
000000563653.jpg,car,517.8,253.2,100.47,45.39
000000563653.jpg,car,179.63,250.47,32.84,28.92
000000563653.jpg,car,299.37,253.21,46.31,25.84
000000563653.jpg,car,371.96,250.67,36.91,26.33
000000563653.jpg,car,232.04,254.44,40.61,23.15
000000563653.jpg,car,218.41,259.8,11.79,6.98
000000563653.jpg,car,282.88,251.68,24.34,21.75
000000563653.jpg,person,102.88,235.9,33.3,84.73
000000563653.jpg,person,65.88,236.6,40.94,83.66
000000563653.jpg,handbag,70.28,247.02,11.91,37.57
000000563653.jpg,car,156.82,249.18,14.04,17.53
000000563653.jpg,car,170.93,255.19,3.72,11.25
000000563653.jpg,truck,339.73,240.16,40.88,36.08
000000563653.jpg,traffic light,198.09,215.47,6.94,11.7
000000563653.jpg,traffic light,257.15,218.08,5.77,10.52
000000345361.jpg,car,447.29,54.48,29.69,35.09
000000345361.jpg,dining table,0.0,191.32,495.38,162.44
000000345361.jpg,person,274.56,38.32,150.31,304.67
000000345361.jpg,person,46.01,90.32,247.63,190.46
000000345361.jpg,cup,198.75,251.04,24.96,32.64
000000345361.jpg,cup,78.45,211.79,19.36,27.1
000000345361.jpg,cup,47.61,189.66,17.96,21.68
000000345361.jpg,cup,83.57,205.76,19.73,30.73
000000345361.jpg,spoon,111.49,187.01,85.79,55.88
000000345361.jpg,cake,143.82,260.99,44.94,17.32
000000345361.jpg,cake,118.4,232.3,27.5,19.52
000000113051.jpg,boat,34.59,198.38,411.9,183.78
000000286708.jpg,cat,37.08,107.12,602.92,341.95
000000475732.jpg,cat,2.06,122.84,637.94,357.16
000000108244.jpg,cat,182.12,157.18,354.34,194.82
000000023230.jpg,bird,311.9,254.11,51.55,22.93
000000023230.jpg,bird,359.96,248.05,54.22,27.68
000000023230.jpg,bird,104.16,216.43,43.73,21.25
000000023230.jpg,bird,4.44,234.29,32.99,8.67
000000073702.jpg,umbrella,128.0,154.25,204.22,73.35
000000073702.jpg,backpack,44.52,245.48,27.56,107.6
000000073702.jpg,handbag,45.35,246.45,25.04,110.18
000000073702.jpg,handbag,254.34,251.43,209.66,330.8
000000073702.jpg,person,122.85,193.7,338.89,446.3
000000073702.jpg,person,1.66,147.95,227.74,468.78
000000086483.jpg,person,425.28,96.48,11.06,13.32
000000086483.jpg,car,436.13,103.92,16.25,6.37
000000086483.jpg,car,478.16,105.18,21.84,8.91
000000521141.jpg,car,148.58,249.82,53.94,31.2
000000521141.jpg,car,304.59,241.5,70.32,31.93
000000521141.jpg,car,308.02,235.84,45.55,14.48
000000521141.jpg,car,221.37,242.63,25.7,14.74
000000521141.jpg,car,265.65,241.6,42.41,20.15
000000521141.jpg,car,141.14,240.09,24.87,17.57
000000521141.jpg,car,89.2,253.35,17.19,15.8
000000521141.jpg,car,246.43,240.3,24.89,19.74
000000521141.jpg,car,200.95,236.6,26.5,20.77
000000521141.jpg,person,48.74,258.04,56.05,146.87
000000521141.jpg,person,2.07,245.51,49.03,189.1
000000521141.jpg,person,73.67,249.38,41.57,128.14
000000521141.jpg,car,130.55,244.56,8.35,9.02
000000521141.jpg,car,115.05,245.04,8.62,7.63
000000061268.jpg,train,162.93,143.87,346.82,175.32
000000061268.jpg,person,53.76,276.17,25.25,56.76
000000061268.jpg,traffic light,544.5,198.99,21.98,36.91
000000061268.jpg,traffic light,445.82,139.94,15.44,16.96
000000061268.jpg,traffic light,135.75,241.63,11.64,11.41
000000061268.jpg,handbag,57.65,282.42,16.8,31.49
000000061268.jpg,traffic light,467.46,136.16,16.87,15.89
000000393093.jpg,car,282.56,355.03,75.76,46.45
000000393093.jpg,car,367.4,321.75,54.82,34.07
000000393093.jpg,car,438.96,290.68,31.09,25.31
000000393093.jpg,train,4.76,146.73,634.57,74.32
000000393093.jpg,person,563.85,361.66,55.17,62.34
000000393093.jpg,car,464.07,305.26,30.8,27.03
000000393093.jpg,car,465.14,284.56,22.91,17.86
000000393093.jpg,car,401.34,304.29,37.79,27.15
000000393093.jpg,car,474.59,280.07,23.73,13.68
000000493566.jpg,train,25.0,65.41,610.46,154.25
000000493566.jpg,train,1.78,71.6,96.11,164.93
000000191471.jpg,stop sign,120.0,23.24,391.35,397.84
000000011122.jpg,stop sign,250.39,162.53,79.56,81.95
000000198510.jpg,train,1.44,12.94,254.56,412.77
000000198510.jpg,person,268.94,189.84,231.55,442.97
000000126592.jpg,stop sign,259.8,160.55,137.2,135.25
000000126592.jpg,car,316.91,269.85,192.28,57.59
000000126592.jpg,car,111.66,250.54,81.42,39.35
000000126592.jpg,car,0.08,258.32,56.7,52.58
000000126592.jpg,car,89.3,261.77,50.39,34.72
000000126592.jpg,car,202.24,253.82,57.02,28.01
000000126592.jpg,car,22.52,255.55,73.26,43.96
000000126592.jpg,car,606.15,259.76,33.85,65.63
000000126592.jpg,car,182.87,260.47,31.89,24.06
000000126592.jpg,car,384.44,248.87,110.37,42.65
000000126592.jpg,car,246.9,252.6,31.15,23.23
000000126592.jpg,car,433.05,252.78,46.85,15.99
000000126592.jpg,car,440.72,254.86,37.97,12.8
000000416269.jpg,train,53.86,107.72,497.25,226.02
000000133567.jpg,train,0.96,82.71,577.08,210.64
000000133567.jpg,person,33.71,197.77,98.27,230.23
000000521052.jpg,car,11.93,262.72,65.75,78.45
000000521052.jpg,truck,44.32,18.92,581.63,455.13
000000332318.jpg,cow,159.19,379.79,16.02,7.83
000000332318.jpg,cow,200.69,370.89,9.62,12.4
000000332318.jpg,cow,211.09,385.95,14.1,8.0
000000332318.jpg,cow,247.6,371.41,18.69,13.63
000000332318.jpg,cow,261.05,381.52,8.4,13.01
000000332318.jpg,cow,106.49,386.41,15.74,8.33
000000332318.jpg,cow,90.67,388.99,13.39,7.33
000000332318.jpg,cow,62.45,389.17,21.21,9.63
000000332318.jpg,cow,350.36,370.9,13.93,7.83
000000332318.jpg,truck,395.9,379.07,76.29,49.93
000000332318.jpg,truck,540.77,394.23,50.77,32.31
000000332318.jpg,truck,474.11,397.91,34.41,23.08
000000332318.jpg,cow,67.93,373.3,8.83,14.62
000000332318.jpg,cow,121.49,382.14,10.36,3.71
000000332318.jpg,truck,510.41,391.12,47.64,31.65
000000332318.jpg,cow,120.53,394.02,14.43,7.9
000000332318.jpg,cow,282.15,369.11,7.45,12.22
000000332318.jpg,cow,0,364,363,43
000000186296.jpg,cat,42.29,122.79,534.94,291.55
000000415990.jpg,dog,484.56,278.0,15.35,88.33
000000415990.jpg,cow,7.32,168.08,42.03,51.09
000000415990.jpg,cow,48.4,169.31,44.53,25.44
000000415990.jpg,cow,119.29,172.4,65.65,44.85
000000415990.jpg,cow,158.92,173.43,58.14,57.5
000000415990.jpg,cow,200.51,172.94,25.82,22.0
000000415990.jpg,cow,232.49,174.63,52.74,58.79
000000415990.jpg,cow,334.13,172.03,83.3,56.74
000000415990.jpg,cow,270.27,173.92,25.92,48.96
000000415990.jpg,cow,46.29,193.51,34.3,28.02
000000415990.jpg,cow,79.53,170.53,44.76,56.84
000000415990.jpg,cow,213.9,193.47,29.56,31.63
000000415990.jpg,cow,409.57,177.94,71.26,54.06
000000415990.jpg,person,293.44,158.91,37.84,79.88
000000415990.jpg,cow,322.93,194.43,34.79,31.72
000000415990.jpg,person,439.21,156.58,35.08,86.5
000000415990.jpg,cow,45,169,454,70
000000187236.jpg,cat,296.38,46.28,273.82,181.47
000000187236.jpg,cat,0.0,221.88,412.5,252.5
000000187236.jpg,chair,4.97,101.91,75.86,128.08
000000187236.jpg,couch,110.22,0.0,529.78,407.51
000000271728.jpg,cat,114.11,210.28,142.64,83.74
000000271728.jpg,couch,0.0,89.13,333.0,333.09
000000271728.jpg,laptop,424.13,177.77,119.41,82.15
000000271728.jpg,remote,137.83,307.31,93.58,21.62
000000271728.jpg,cup,175.04,94.81,37.6,46.36
000000271728.jpg,couch,491.29,48.94,147.77,208.22
000000271728.jpg,book,599.5,277.18,39.95,30.59
000000271728.jpg,book,575.31,275.98,64.19,37.52
000000460147.jpg,car,236.19,290.89,60.7,68.29
000000460147.jpg,car,283.66,193.18,28.17,25.55
000000460147.jpg,car,482.51,196.94,47.18,30.62
000000460147.jpg,car,536.07,269.68,103.93,107.73
000000460147.jpg,car,326.91,152.86,15.79,11.78
000000460147.jpg,car,535.0,219.37,74.73,52.31
000000460147.jpg,car,355.97,142.98,6.47,7.38
000000460147.jpg,car,460.47,180.76,31.19,27.53
000000460147.jpg,car,586.42,169.02,28.23,31.61
000000460147.jpg,car,414.41,173.49,23.81,18.6
000000460147.jpg,traffic light,159.51,219.45,10.59,10.59
000000460147.jpg,car,302.33,172.49,17.08,16.24
000000460147.jpg,motorcycle,412.74,168.26,6.81,9.87
000000460147.jpg,bus,371.38,128.35,18.45,16.75
000000460147.jpg,bus,351.85,126.04,21.38,14.35
000000460147.jpg,truck,433.07,146.89,23.91,28.74
000000460147.jpg,person,540.21,169.51,4.29,18.96
000000460147.jpg,person,570.52,233.67,13.6,10.69
000000460147.jpg,car,315.14,160.01,14.24,14.4
000000460147.jpg,motorcycle,412.85,150.05,5.99,9.51
000000460147.jpg,motorcycle,404.63,157.11,7.17,8.7
000000460147.jpg,truck,344.86,215.77,74.86,74.09
000000460147.jpg,truck,472.17,228.84,77.14,56.52
000000460147.jpg,truck,0.26,236.73,90.43,53.53
000000460147.jpg,person,411.66,162.3,8.15,7.51
000000460147.jpg,car,339.9,149.14,12.34,9.01
000000460147.jpg,car,1,119,638,244
000000200667.jpg,cow,179.28,175.73,171.09,143.79
000000077595.jpg,cat,225.9,84.71,305.35,319.71
000000077595.jpg,bed,209.64,76.04,430.36,348.96
000000077595.jpg,laptop,0.0,2.87,289.38,417.35
000000278463.jpg,cat,124.83,239.37,100.75,96.65
000000278463.jpg,bottle,446.89,255.32,25.94,46.37
000000278463.jpg,potted plant,1.07,213.8,65.51,187.91
000000278463.jpg,cell phone,439.03,311.08,35.95,26.8
000000278463.jpg,laptop,216.12,223.43,151.88,154.95
000000278463.jpg,cup,39.92,340.95,52.14,77.63
000000278463.jpg,book,546.67,385.94,83.63,21.82
000000278463.jpg,book,558.91,342.7,67.65,9.6
000000278463.jpg,book,363.68,327.86,154.69,80.92
000000278463.jpg,book,558.85,377.09,71.44,17.35
000000278463.jpg,book,560.34,341.49,66.75,7.44
000000278463.jpg,book,532.3,287.8,71.1,32.37
000000278463.jpg,bottle,61.55,263.76,39.87,80.71
000000278463.jpg,book,556.22,330.6,65.65,14.13
000000278463.jpg,book,297.04,198.02,59.42,25.6
000000190140.jpg,dog,355.66,155.09,79.23,147.26
000000190140.jpg,boat,2.89,162.54,537.64,213.52
000000190140.jpg,person,158.59,141.97,137.86,161.49
000000190140.jpg,boat,0.0,0.96,640.0,155.81
000000476810.jpg,cat,0.0,14.49,499.53,304.24
000000476810.jpg,bed,0.0,160.15,640.0,313.56
000000476810.jpg,remote,242.15,250.76,294.89,66.73
000000476810.jpg,book,508.04,18.34,63.65,140.22
000000476810.jpg,tv,2.49,1.25,67.33,71.06
000000476810.jpg,book,603.28,47.69,10.62,108.6
000000476810.jpg,book,628.1,26.25,7.59,124.28
000000476810.jpg,book,590.65,15.06,34.83,139.33
000000476810.jpg,book,614.2,46.64,12.24,107.61
000000540280.jpg,umbrella,2.88,8.39,424.12,425.71
000000540280.jpg,book,379.71,493.17,15.28,128.86
000000540280.jpg,book,115.08,591.61,101.59,8.01
000000126216.jpg,elephant,404.61,153.9,145.0,106.21
000000126216.jpg,elephant,189.22,150.52,99.86,93.61
000000126216.jpg,elephant,148.14,148.72,70.59,88.71
000000126216.jpg,elephant,296.01,191.46,72.88,55.81
000000032901.jpg,tie,351.62,198.1,30.95,183.23
000000032901.jpg,chair,478.36,415.03,127.23,130.97
000000032901.jpg,chair,267.87,486.95,140.36,59.02
000000032901.jpg,chair,594.52,295.38,35.78,27.24
000000032901.jpg,person,24.59,99.61,301.29,445.16
000000032901.jpg,person,309.69,99.75,148.67,446.25
000000032901.jpg,person,435.57,109.2,166.87,434.35
000000032901.jpg,bottle,50.12,149.62,8.85,29.14
000000032901.jpg,bottle,5.23,145.52,11.82,32.22
000000032901.jpg,bottle,0.0,140.83,8.23,37.91
000000032901.jpg,wine glass,618.21,262.52,10.34,21.76
000000032901.jpg,cup,618.34,307.84,15.92,36.38
000000032901.jpg,chair,586.82,262.7,12.88,36.16
000000032901.jpg,dining table,597.86,318.63,41.93,58.84
000000032901.jpg,person,1.22,200.91,20.82,144.46
000000032901.jpg,bottle,26.69,146.3,12.99,32.32
000000032901.jpg,bottle,16.68,144.97,10.17,32.72
000000032901.jpg,bottle,38.64,151.08,9.68,27.86
000000032901.jpg,chair,0.0,492.17,71.31,53.83
000000032901.jpg,dining table,0.0,376.85,59.97,61.12
000000032901.jpg,person,185.3,135.79,148.52,400.31
000000407960.jpg,cat,55.09,158.37,299.3,218.51
000000407960.jpg,bowl,198.47,105.87,84.84,55.62
000000407960.jpg,oven,372.39,1.2,267.61,421.21
000000084270.jpg,backpack,152.36,273.26,11.15,22.61
000000084270.jpg,handbag,484.31,264.27,29.13,70.11
000000084270.jpg,suitcase,44.63,435.24,41.63,44.1
000000084270.jpg,suitcase,430.99,354.21,29.93,37.06
000000084270.jpg,suitcase,524.38,318.93,29.92,60.58
000000084270.jpg,person,0.0,247.01,84.13,225.44
000000084270.jpg,person,91.07,258.74,52.54,132.99
000000084270.jpg,person,125.27,264.98,24.47,91.49
000000084270.jpg,person,228.02,255.17,41.35,103.7
000000084270.jpg,person,487.31,257.38,46.46,114.17
000000084270.jpg,person,208.1,264.43,10.66,28.18
000000084270.jpg,person,567.43,260.98,28.51,60.71
000000084270.jpg,person,611.3,263.13,24.91,74.01
000000084270.jpg,person,170.14,266.68,16.41,51.17
000000084270.jpg,handbag,93.36,276.32,40.51,69.85
000000084270.jpg,handbag,418.31,288.55,10.21,29.59
000000084270.jpg,tie,231.22,276.28,2.85,8.97
000000084270.jpg,person,415.78,266.7,37.02,117.85
000000084270.jpg,person,460.25,265.48,19.56,43.52
000000084270.jpg,tie,617.19,276.53,7.11,18.8
000000084270.jpg,suitcase,427.06,332.49,42.4,23.93
000000084270.jpg,person,475.98,261.57,12.17,45.87
000000084270.jpg,person,153.82,269.11,13.6,49.51
000000084270.jpg,clock,198.57,357.66,6.44,5.9
000000084270.jpg,clock,189.84,356.87,6.88,7.05
000000084270.jpg,clock,203.48,349.12,13.91,25.24
000000084270.jpg,person,1,4,602,378
000000267191.jpg,person,25.12,232.32,113.78,122.48
000000267191.jpg,person,524.91,55.11,114.77,191.11
000000267191.jpg,elephant,15.1,45.3,624.9,426.07
000000267191.jpg,elephant,0.0,265.95,235.91,214.05
000000267191.jpg,elephant,227.84,337.75,128.95,142.07
000000422836.jpg,chair,110.94,164.6,5.67,17.56
000000422836.jpg,chair,139.19,163.44,12.84,20.02
000000422836.jpg,chair,97.28,163.57,6.5,19.97
000000422836.jpg,chair,79.65,161.98,18.52,25.38
000000422836.jpg,person,95.46,0.54,132.67,233.53
000000422836.jpg,person,269.66,1.62,50.34,235.68
000000422836.jpg,person,22.61,154.97,13.56,34.94
000000422836.jpg,person,119.49,157.71,15.81,17.1
000000422836.jpg,chair,154.67,163.5,8.2,21.39
000000422836.jpg,chair,40.72,164.68,13.98,21.5
000000422836.jpg,chair,121.89,163.22,13.08,19.52
000000422836.jpg,chair,157.98,163.32,7.91,16.83
000000422836.jpg,potted plant,19.73,81.88,22.66,22.87
000000422836.jpg,suitcase,161.45,119.06,84.78,100.37
000000422836.jpg,chair,10.62,163.04,15.57,22.02
000000422836.jpg,chair,103.79,163.73,5.72,20.09
000000422836.jpg,dining table,81.97,166.21,11.94,2.98
000000422836.jpg,dining table,16.76,167.25,12.92,2.64
000000422836.jpg,dining table,115.94,165.0,11.22,3.45
000000422836.jpg,dining table,47.91,166.87,6.1,1.86
000000422836.jpg,dining table,0.0,167.08,6.45,8.22
000000422836.jpg,chair,109.2,165.97,3.26,15.43
000000493613.jpg,skateboard,231.58,180.41,335.46,97.01
000000217948.jpg,bear,360.43,1.93,279.48,98.3
000000217948.jpg,bear,272.19,79.27,367.81,260.73
000000217948.jpg,bear,222.53,205.34,368.65,214.88
000000317024.jpg,zebra,97.08,20.16,468.13,444.41
000000463522.jpg,dog,522.34,278.39,45.19,36.01
000000463522.jpg,horse,29.96,192.14,355.28,287.86
000000463522.jpg,person,523.61,229.03,23.9,56.89
000000463522.jpg,person,519.12,245.63,8.86,34.03
000000463522.jpg,person,616.13,232.04,17.14,52.62
000000463522.jpg,person,546.52,227.28,21.89,64.45
000000463522.jpg,backpack,518.24,244.77,6.32,12.36
000000463522.jpg,backpack,546.24,239.31,28.95,34.34
000000463522.jpg,person,627.46,233.88,12.54,47.51
000000463522.jpg,person,475.45,239.22,6.86,15.73
000000463522.jpg,person,483.09,239.58,7.69,15.52
000000463522.jpg,person,493.18,238.99,7.02,17.39
000000463522.jpg,person,506.95,239.92,3.94,13.23
000000463522.jpg,person,512.42,240.31,7.49,29.67
000000463522.jpg,person,605.86,235.96,10.9,17.36
000000463522.jpg,horse,0.0,209.42,233.96,217.07
000000463522.jpg,person,437.89,237.1,3.74,12.01
000000463522.jpg,person,404.65,235.55,4.95,14.14
000000463522.jpg,bicycle,396.99,247.23,15.74,10.59
000000463522.jpg,bicycle,421.35,243.86,11.53,11.85
000000463522.jpg,bicycle,492.29,253.5,6.39,13.09
000000463522.jpg,person,375,205,97,58
000000213547.jpg,bottle,49.95,263.3,9.13,35.73
000000213547.jpg,bottle,58.48,277.28,11.66,22.24
